Engine Type of Tugboat,Engine Power of Tugboat(kW),Distance(nautical miles),Towing Speed of Tugboats(meters per second),Tow Type of the vehicle being towed ,Tow Size/weight of the vehicle being towed(tonnes),Wind Speed(meters per second),Current Speed of towed vehicle(meters per second),Wave Height(meters per second),Sea State(Significant Wave Height (SWH)),Water Depth(meters per second),Wind Direction,Maintenance History of the tugboat,Fuel Consumption(Litres),"Pilotage Point(latitude, longitude)","Berthing Point(latitude, longitude)","Waypoints which tugboat has to cover in its route (latitude, longitude)",Traffic (number of vehicles in the route)
Diesel,2000,9,9.087540563,Ship,1489,7.451068867,1.443714171,0.053326434,2.984674567,15.95126123,S,Poor,312.4757301,"(-16.952016281742814, -62.470972044515264)","(-39.92431264868922, 139.76795084078157)","[(-60.769558375180665, -110.21441126025506)]",26
Diesel-Electric,1000,41,6.674163173,Barge,2833,11.03426688,1.062268271,2.488907551,0.397528289,6.867420524,N,Poor,556.9406901,"(5.8528162151021945, -1.6158638918927295)","(-47.41312652747358, 137.86586006630603)","[(-59.882400680390944, -77.6997216184818), (52.87943334540785, -107.7798483061897), (-3.3947662932734346, 165.20429777485901), (7.428041292067846, -11.35465575735185)]",19
Diesel,3000,15,7.571613313,Barge,2747,18.54245877,1.198560261,0.975537129,0.489187717,12.05476385,E,Poor,615.4225991,"(-11.275496962107226, -129.6423156519883)","(70.12813405252797, 126.16922259948842)","[(39.28702635472763, -55.005434303852155), (67.24521503886743, -5.309157614908827)]",92
Diesel-Electric,3000,37,4.947792532,Barge,4740,15.96857566,0.774761489,0.565391422,0.823234474,8.452643534,N,Good,1023.204971,"(-40.71706851459626, -43.2212424399745)","(-86.883325294348, -99.12433104744348)","[(22.011494826461643, 179.51955713888532)]",28
Diesel,3000,45,2.229739518,Barge,6047,12.86844622,0.423848313,2.333138969,2.660110592,12.78647163,S,Average,905.714835,"(-44.77364011918949, -11.493428303464327)","(16.739631119169047, 111.06793425031253)","[(-1.1914936114252015, -111.1634867228037), (-73.4727902741013, 105.22474032984923)]",34
Diesel,3000,15,9.354948146,Other,8351,2.804884705,0.629136713,0.374834935,3.719517144,6.043020876,N,Good,1256.072667,"(-88.575605539769, -89.73621169876567)","(-25.949906127263375, -0.4050928409046719)","[(-7.64870920119634, -150.43308765413582)]",77
Diesel-Electric,2000,5,8.534420102,Other,1455,5.095974548,1.648508156,1.85000909,0.890509747,18.85459423,N,Good,230.844201,"(-6.539292114832435, 170.66038127820843)","(-87.81108783455105, 123.4540878694296)","[(56.4236941510072, -76.59045015085032), (74.43997853097648, 124.37432771354833), (-48.85459383311253, 4.878885557753989)]",68
Diesel,3000,44,6.56883209,Other,2020,16.77308938,0.193955743,1.194740548,4.017803662,12.36479923,SW,Good,1069.085836,"(-82.57776599864263, 2.7175809506095163)","(-3.801919342010976, -9.623521191176735)",[],2
Diesel-Electric,2000,44,5.26924445,Other,4744,18.02166701,0.801864996,1.059328901,3.391331666,15.70751276,S,Average,938.0935116,"(-69.6753030798302, 99.01933836563529)","(-16.47938241643034, 31.045719005003292)",[],16
Diesel-Electric,1000,3,2.894958348,Ship,3118,9.154415794,1.762519824,2.919856743,3.541523866,10.46227746,SW,Average,320.484875,"(-18.497785063621322, -125.62606543563645)","(-36.47427731907704, 9.990018900346797)","[(-43.23414519571247, 16.128763753957628), (7.205622979705865, 135.6873464277574)]",76
Diesel-Electric,2000,3,4.763907736,Ship,8321,18.00922584,1.933972242,2.008856644,1.067722831,14.62943827,NW,Good,860.6834464,"(-22.35078120437973, 90.36475284940678)","(48.61739251478906, 94.71587511821025)","[(-34.85398408971947, -40.58872064998664)]",79
Diesel-Electric,3000,29,2.249827071,Barge,8008,1.165099594,1.352691159,1.759099153,2.391966296,10.10794421,S,Good,996.5349552,"(45.66853727141938, 41.9477284457885)","(17.01775438502864, -97.83557879236133)",[],86
Diesel,2000,40,7.393027301,Barge,1873,8.027961657,0.380128643,2.522066483,3.778778816,12.96376598,SE,Average,778.7421841,"(-19.483530015121687, 163.26535906663253)","(-26.069385404860945, 20.615286659929808)","[(-80.39153731117594, -94.40094293574997)]",93
Diesel-Electric,2000,20,7.784713783,Ship,3774,13.35826684,1.778789322,1.272221068,1.240032643,15.74543807,NW,Poor,688.7885513,"(15.03358622953958, 105.81473938046196)","(-29.74589956309495, 154.88161132044252)","[(-21.95431287486042, 81.99573323320061)]",35
Diesel,1000,41,9.495400904,Barge,8468,0.02525896,1.010556419,2.128933505,3.037611783,7.260167122,W,Good,1236.111437,"(50.1012972790372, 134.81176002960188)","(-4.167864706340552, -8.515013611865953)",[],15
Diesel,3000,12,4.72549099,Other,7240,0.606009012,1.489543403,2.204111993,0.040082779,7.649937352,NE,Poor,894.1176757,"(7.479343566992924, -47.72783919174722)","(-73.08988673613268, 70.19288071989942)","[(25.754753976278565, -144.34218638822378), (76.78790165108458, -84.68202533400647), (-46.881226910864534, -43.3393024337488), (53.057648546349355, 71.40481515943395)]",69
Diesel-Electric,1000,29,5.56722909,Barge,3800,8.010314587,1.993856528,1.678457821,4.938805093,6.177532481,W,Average,541.4496436,"(71.78974746310683, 34.17978937773324)","(-76.94274925146414, -84.15052806494637)",[],95
Diesel-Electric,3000,36,9.604255338,Other,1624,9.179625497,0.401560088,0.952526574,1.595651274,19.63194114,N,Poor,1199.659576,"(58.40366705837292, 6.730074322850442)","(19.70208506632744, -13.992017796185849)",[],42
Diesel-Electric,1000,36,4.869596796,Ship,2497,15.42688758,0.756501259,1.964282687,3.387961967,12.70783105,N,Good,425.0054847,"(67.69207587406288, -53.04057484082246)","(-5.431375797907478, -48.56783080727328)","[(-87.46791366981587, -44.88862237152034), (-72.17819691295773, -25.232283320514995), (-66.63903550284047, -95.66788336812628)]",63
Diesel,2000,13,7.383471207,Barge,9034,0.677577879,1.287919392,1.015634145,0.795686722,5.624861142,N,Poor,1095.370251,"(-57.38568343832052, 85.13242053479269)","(48.61074065573703, -174.12471183036925)","[(-78.41769945597693, 36.90802081803227), (9.044928925108792, 95.36618247833997), (42.952350202749926, -76.43929312787303)]",88
Diesel,2000,31,4.309953173,Other,4711,11.38275892,1.788097397,1.792805047,2.885690326,16.17690056,W,Average,738.3170967,"(32.874743096813916, -85.57951961172478)","(53.79286914858443, 69.08942187382473)",[],27
Diesel,1000,10,4.428751167,Other,5415,6.039397725,0.914241267,2.052464684,4.015522418,18.16497361,W,Good,585.7875117,"(44.690793879376315, 81.24035347153006)","(-10.440183927465881, 166.22769466461995)",[],70
Diesel,2000,18,2.389496266,Barge,4788,7.758142867,1.264180753,0.980040932,3.909965159,17.25904975,W,Average,564.8218656,"(73.94891092780256, -43.03712850494878)","(63.99387368571135, -93.02210823138311)",[],84
Diesel,2000,4,7.381948954,Other,2003,18.40272052,0.278630986,0.684132677,2.254212957,14.0745692,E,Poor,259.3555916,"(-72.7209236740866, -8.487351740182788)","(-9.180145757698824, -133.1934609966513)","[(54.72611299021409, 112.33863742137788)]",38
Diesel-Electric,2000,11,4.159897067,Other,1554,2.842103504,0.026787963,0.971910709,1.346596401,16.7297588,NE,Average,246.9177355,"(-64.97608504195736, -70.87779588194897)","(-31.820707088214803, -15.47936919639946)","[(-29.369011997676786, 57.60681308196081), (82.63429253043003, -53.62199553162938)]",4
Diesel,3000,45,3.018805012,Barge,5420,10.6994111,0.164574148,1.35879219,2.894328981,15.36641705,W,Average,949.5386767,"(78.59105390243738, -82.63501415127482)","(-71.31714101469728, -170.9420546396637)","[(-37.38634661495848, -12.674489218336419), (-19.854554630101376, -136.34514799134848), (56.266341792114105, 13.745888510534456)]",35
Diesel,2000,30,9.406140039,Barge,1737,13.71780737,0.012684839,1.956666301,3.87291741,11.37782273,SW,Good,738.0684023,"(48.83295256319116, 103.6675787964731)","(23.032515472858947, -60.90571274860966)","[(25.419346452949554, -95.233316014843), (-48.448060780106076, 86.82592875107656)]",61
Diesel-Electric,3000,44,3.939584325,Other,4867,11.60874487,1.727284749,1.201793395,4.541578317,13.88100134,E,Good,1006.725131,"(-36.10428303602651, 88.94632200725437)","(-89.48194636185288, -144.65944495624188)",[],81
Diesel,2000,15,2.126287682,Ship,4816,7.825249766,0.651630731,1.707072018,0.127920103,6.725376493,SW,Good,545.3886304,"(35.30574696190186, 153.57157966137174)","(43.4654242515916, 136.2095920823072)",[],48
Diesel,3000,34,3.398084714,Barge,5271,16.48504776,1.795146197,2.81705499,4.42959582,10.7771937,S,Average,873.7046409,"(51.4747409943765, -152.40172206181563)","(-40.549584301021724, -98.69292377023265)","[(-85.16752965104423, -124.84531051864505), (-62.39387490389747, 34.5800720177707), (5.016656261625286, -113.04237330815151)]",7
Diesel-Electric,3000,1,4.859778397,Other,2841,12.07594078,1.074501392,0.652155382,1.591152494,10.22266614,SW,Good,298.6793352,"(-72.883482180202, -72.57277271017566)","(-73.27156874420906, -126.18993361786602)","[(54.47762420810423, 104.25659332611338)]",20
Diesel-Electric,1000,15,5.21452632,Ship,9958,8.980885559,1.157093712,1.128701783,4.223631154,14.97570466,NE,Good,1074.017895,"(48.32250420291925, 70.90436846936186)","(-30.540262014891958, 148.2049883892317)","[(-30.76394346640236, 90.50981668850847), (-72.68998551175741, -130.80836816533167)]",92
Diesel,3000,37,2.136178371,Other,7566,6.920610292,0.526243523,1.077139274,3.668453391,15.17440629,NW,Average,993.7157992,"(8.2838561898608, 148.5400768737627)","(60.82556884922417, -2.8568692712155723)","[(-82.81629928722614, 35.17292578852937), (51.16663909603011, 174.94687677635812), (15.667241281166184, 142.12244779743708)]",34
Diesel-Electric,1000,29,8.394407261,Barge,5212,1.522353764,0.201000119,1.747258686,1.737233872,7.443599537,NW,Average,764.6378106,"(-20.59486730295484, -106.82443666204215)","(50.436554793719495, -79.83688393963665)","[(-70.57398793216444, -73.20181515748526), (-52.46765268013076, -66.73239566536836), (25.59904302270138, 116.39583656035757), (-39.370734737581465, 154.29609433181895)]",25
Diesel,2000,19,6.340362323,Other,6129,13.27756773,1.221862405,1.930755933,1.645143978,15.49902479,N,Average,853.8337683,"(-44.174694131660196, -49.46837528775808)","(-38.86109107562799, 10.397637698343033)","[(-81.01659389555783, 92.94292616586813), (77.39157292573458, 43.454574294559905), (-27.253124272941683, 97.04647778188541)]",49
Diesel-Electric,1000,28,5.544774795,Ship,6021,11.1242476,1.63431984,1.39003335,3.129193664,5.958453469,N,Average,757.3536943,"(11.040092836682106, -76.98148170801224)","(-89.89754144784483, 132.68921273452298)","[(-50.081281820029346, 72.22088952404877), (-72.10190674330102, 148.10245856924774)]",73
Diesel-Electric,3000,42,6.695512704,Ship,3001,11.12124064,1.139441375,0.581290121,4.09883564,14.34374041,SW,Poor,1143.734601,"(63.110899324861435, 67.87893270242742)","(-11.120360948817861, -153.03985040896765)",[],93
Diesel,2000,26,5.630251574,Barge,2346,3.556146121,0.077529582,2.147683928,0.808866505,8.912956235,NW,Poor,527.3730819,"(-75.14751778886063, 100.96184949074029)","(67.46927171594524, -135.50116486387068)","[(34.45582478252966, 144.85983098049303)]",95
Diesel,1000,49,9.714931871,Ship,5016,11.95081445,0.291642613,1.587385101,2.791043045,18.28356131,S,Poor,977.6316617,"(-49.68710208572242, 41.16970896174544)","(-50.84923421007692, -108.30071535191645)","[(-57.5606620770418, -117.53872602096462), (45.720508945184406, 168.53244095196533)]",19
Diesel,2000,18,7.853591272,Barge,5471,11.54182453,0.521856488,2.323168233,3.34285223,17.67759418,W,Good,829.8292858,"(32.62212437574965, -126.9215919306859)","(37.19175357795642, -62.60848531272693)","[(57.84627124455241, 22.511434545188877)]",2
Diesel,3000,46,7.166818132,Barge,6306,1.345764286,0.880813855,0.590577213,0.535147151,16.62452317,E,Poor,1619.620902,"(-75.54808671870477, -94.71681772734551)","(2.731359786829273, 77.13010980833945)","[(67.29613091447618, -56.932529434615546), (78.94848776638543, -41.389270253085925), (55.99009983774857, 32.21543769895669)]",21
Diesel,3000,41,4.25926947,Barge,5347,14.62093799,1.748896487,1.863914815,4.656147728,9.652496428,N,Average,1058.590145,"(74.58658692859137, -150.44667908684747)","(41.44640442990203, -137.88713367881508)","[(31.760647622278142, 135.49934815625107), (43.77085194959761, 76.27585416376297), (3.080845919649775, -89.46324305889637), (69.7051835905906, -66.57807931603665)]",9
Diesel,3000,18,7.312127109,Other,4407,3.02231731,1.209400773,1.294607641,3.292676369,19.54654884,SE,Good,835.5548639,"(43.05811521819243, 161.73852139353215)","(-80.89632275129854, -42.84973529656409)","[(-78.04509210769902, 86.44910293467927)]",2
Diesel,2000,22,5.495576538,Barge,6685,16.76738612,1.970761807,2.310245832,0.296776725,12.72250576,S,Good,910.3053677,"(19.695198504250712, 135.9331193158843)","(-4.325140350224615, -136.39746763794795)",[],1
Diesel-Electric,1000,6,5.294444284,Barge,9865,16.45493396,1.644558169,1.693096931,0.813552344,12.53216543,W,Good,1018.266666,"(37.81966170244719, -148.47355571990371)","(-62.687949711672886, 65.5000047805687)",[],62
Diesel-Electric,3000,3,2.663560308,Barge,1362,12.95497236,1.920382421,2.59167759,0.452741519,15.47357014,NE,Average,160.1720428,"(-49.48720184402759, -158.65730346145966)","(81.69011005720205, -161.2135437419181)","[(-52.75693243111671, -2.517804236840817), (-29.81353559664774, 141.1547152853472)]",14
Diesel,1000,2,4.270142919,Ship,4162,17.52860021,1.118879041,0.037955319,0.599107047,16.60446077,SE,Poor,424.7402858,"(-55.26129993512653, -97.03324867585694)","(-11.531454578947944, -52.378682974642416)","[(58.420868012297376, -34.84694743022155), (5.63832949022958, -62.07109615467462)]",77
Diesel,1000,5,7.729522643,Other,7714,18.97026472,0.993873874,1.676206498,1.265927861,13.24652379,W,Good,810.0476132,"(32.67415881318401, -125.44128413817583)","(-16.761497108594085, 71.78326109347009)","[(26.151861751524137, -73.5128377136441), (88.92852727423156, 99.52720167118883)]",7
Diesel-Electric,3000,49,9.191189607,Ship,6000,17.45140748,0.68488987,0.851822552,1.443021592,7.046735252,NW,Poor,1951.104872,"(-56.39444642941148, -115.12599451006906)","(-61.85021724830298, -12.361302627908486)","[(-30.803882166828863, 138.72835286403313), (-70.80097760784864, 96.44677214389662)]",8
Diesel,1000,29,5.163572818,Barge,9289,10.13659207,1.023993929,2.581882446,3.876786521,13.38506492,S,Average,1078.643612,"(-54.74565358272659, -35.45730181610418)","(-40.171972244696846, 70.37962260254125)","[(-9.769858185722839, -85.84271581856284), (-22.423312052565706, 133.4768608862301)]",84
Diesel-Electric,2000,22,9.728326735,Other,3419,3.982216808,1.728061447,1.948969831,3.756950119,18.51277193,N,Average,769.9463764,"(-55.800326143378776, 131.6096514867001)","(-32.625735771937, 84.62738278364986)","[(34.608886377020085, 6.628428134198998), (1.6890082053952398, 86.7956186913172), (11.145750388028986, 108.19885872381468), (88.92257846667957, -82.16432938383315)]",78
Diesel-Electric,3000,38,5.056056037,Barge,1382,18.31779018,1.811392978,1.124549466,2.848502184,14.59508077,E,Good,714.5903882,"(51.349764188644485, 102.36674346954021)","(58.65794878007384, 106.54399073484268)","[(50.327021695109124, 53.89457293133205), (-19.39940331840576, 141.2340304122323), (-39.72901542144514, 19.673437865039404)]",29
Diesel,1000,45,5.882121092,Ship,6931,17.39785867,1.836221655,0.207799661,2.770266904,7.314634425,S,Good,957.7954491,"(-28.324153914843613, 150.8459432700207)","(-89.33941207877325, 157.2898239271222)","[(42.35925515568937, -167.0710694907188), (-72.7175108575525, 56.15778349589894)]",22
Diesel,3000,21,3.64269555,Ship,4469,11.5674993,1.320607934,2.370337231,0.796431469,16.39684679,SE,Poor,676.3898197,"(-6.939807936324613, -168.12645341482215)","(-14.275337440779438, -125.32324084368719)","[(-17.45379854050043, 118.534526009903), (-38.860610064396305, -34.93364982873146)]",22
Diesel,3000,42,8.48231485,Barge,9842,12.98436662,1.839158395,2.909032641,1.677460157,18.5477371,W,Poor,2052.971671,"(39.40639474181404, 23.48423577103719)","(3.1772747056380126, 64.69297314066503)","[(-38.19318172083895, 81.89936627443234), (51.95441632234201, -84.83688375501328), (14.842899300675938, -148.65675634471205)]",15
Diesel,3000,4,7.386487304,Other,2760,12.67667967,1.085385123,1.614045167,4.502621734,9.081551065,E,Average,364.6378477,"(-9.77482972851304, 74.32943834869664)","(9.577443400566807, 174.58442776549174)",[],76
Diesel-Electric,1000,24,6.597252762,Ship,6231,4.456387152,0.469186515,0.233228742,3.335741827,17.68693448,NE,Good,781.4340663,"(1.306773035277672, 155.190821750895)","(71.82569722905731, 77.24100187998528)","[(-83.57869077060052, -89.37905149176146), (35.39982780900385, -173.99629149968203), (59.04588647531381, -65.2476870743291)]",42
Diesel-Electric,1000,25,3.756296815,Ship,5031,19.9874615,0.46072102,0.904201166,4.083489019,6.735792024,SE,Good,597.0074204,"(23.155388084834556, -30.362460450368047)","(14.586280931145296, -165.67447051871625)","[(-68.3896343388021, 81.22315281074657), (-32.731652869293605, -135.46607208656994)]",91
Diesel-Electric,1000,22,2.49494471,Ship,9806,7.267613993,0.511983708,0.128281246,2.883623897,10.6599741,SW,Poor,1035.488784,"(-3.775672931303376, 174.76344542290258)","(17.497302902617704, -31.040529651016328)","[(-26.905920509732198, 86.77408168550159), (-47.536862729148645, 157.6643736859151)]",15
Diesel-Electric,3000,4,2.335669914,Ship,3931,4.616950498,1.455220403,0.898304361,2.992700018,11.95395775,SE,Good,421.128039,"(61.78180168642646, -27.126477646379527)","(-49.592549250232544, 162.822714749824)","[(-27.172647036096834, -36.57823496760304), (30.777164885030544, 171.53713564378984), (-23.405951300932628, -86.7988946946971)]",79
Diesel,3000,45,2.481473989,Barge,6926,11.99424083,1.730936358,2.346863166,2.461588486,8.560537795,NE,Good,1027.598989,"(78.30784935928625, 12.169543579830616)","(-53.40312203802686, -176.31485974507092)",[],48
Diesel,3000,15,6.673938493,Other,1043,12.69264049,0.413132998,0.041323943,2.911703723,11.28298173,N,Average,404.6272322,"(67.35879481567653, 43.08641507869555)","(-76.938762520423, 118.24679187028585)",[],61
Diesel-Electric,3000,24,2.87867896,Other,7938,6.798718772,1.805121373,1.655136949,1.990285517,18.97176561,SE,Good,1001.064885,"(64.9128022463477, -144.11188331593908)","(41.84898765271461, 85.02673450969723)","[(-21.19355898580619, -121.53672048465111), (41.39339513510612, -161.01056975103248), (44.12397756969068, 179.72672555488583), (9.878308187095854, 3.484328403262708)]",72
